"Name","Category","Accounting Code","Item Count","On Inventory","Tax Exempt","Report By Unit","Latest Price"
"Pineapple, Sliced 20oz","Grocery and Dry Goods","","1","No","No","Slice (Slice)","$2.15"
"Pineapple, Sliced Can","Grocery and Dry Goods","","4","Yes","No","Can","$14.19"
"Pol Remy Sparkling Crown","Wine Cost","","1","No","No","Bottle","$5.75"
"Pork, Korean Bites","Meat","","1","Yes","No","Each","$17.00"
"Pork, Shoulder","Meat","","2","Yes","No","Pound","$5.91"
"Post 74"", stationary, grooved at 1"" intervals, ludes leveling","Furniture & Fixtures","15000","1","No","No","Each","$24.13"
"Potatoes, Fingerling","Produce","","1","Yes","No","Each","$12.00"
"Potatoes, Misbehavin' Maters (tomato Jam)","Grocery and Dry Goods","","1","Yes","No","Pound","$5.00"
"Potatoes, Waffle Fry (Cheney)","Grocery and Dry Goods","","4","Yes","No","Pound","$1.81"
"Potatoes, Yukon","Produce","","1","Yes","No","Pound","$1.33"
"Powerade BIB","N/A Beverage Cost","","2","No","No","Gallon","$26.54"
"Powerade Mountain Blast BIB","N/A Beverage Cost","","1","No","No","Gallon","$25.76"
"Prep & Filing Of 2024 Florida Annual Report","Dues & Subscriptions","","1","No","No","Other","$200.00"
"Prep & Filing Of 2024 Partnership Tax Return","Dues & Subscriptions","","1","No","No","Other","$1,500.00"
"Prep & Filing Of 2024 S Corp Tax Return & Year-end Adjustments","Dues & Subscriptions","","1","No","No","Other","$3,200.00"
"Prep & Filing Of Florida Sales Tax Returns Jan-july 2025","Dues & Subscriptions","","1","No","No","Other","$375.00"
"Prep/fling of January Sales Tax","Dues & Subscriptions","","1","No","No","Other","$24.00"
"pressure Wash Bench Cushions","Repairs & Maintenance","","1","No","No","Other","$300.00"
"Pressure Wash Benches","Repairs & Maintenance","","1","No","No","Other","$250.00"
"Pretzel, Soft","Grocery and Dry Goods","","1","Yes","No","Each","$1.27"
"Projector, +/-5000 lumens Full HD- TV Pros","Repairs & Maintenance","","1","No","No","Other","$900.00"
"Propane","Restaurant Supplies","","1","No","No","Other","$20.00"
"Prt Pet Cup 5 Color","Paper and Disposables","","1","No","No","1000 Each","$137.75"
"Pueblo Viejo Blanco Tequila","Liquor Cost","","1","Yes","No","Bottle (Liter)","$12.50"
"Pulse Mop","Linens & Uniform Cost","","1","No","No","Each","$2.03"
"Pure Bright Bleach 6%","Cleaning Supplies","","1","No","No","Each","$24.25"
"Puree, Strawberry","Grocery and Dry Goods","","2","Yes","No","Each","$5.25"
"Pusetts","Grocery and Dry Goods","","1","Yes","No","Each","$4.00"
"Push Broom Soft Grey Plastic","Cleaning Supplies","","1","No","No","Each","$20.00"
"Ragin' Reds","Grocery and Dry Goods","","1","No","No","Pound","$4.25"
"Rain Roof, Single Membrane Polyester Polyvinyl","R & M","","1","No","No","Each","$27,204.91"
"Raw Tortilla Chips","Grocery and Dry Goods","","0","Yes","No","Pound (Pound)","$0.89"
"Red Bull Assorted 8.4oz Can","N/A Beverage Cost","","6","No","No","Can","$1.76"
"Redwood Empire Lost Monarch Whiskey","Liquor Cost","","1","Yes","No","Bottle (750 Milliliters)","$22.10"
"Refill Propanes","Restaurant Supplies","","1","No","No","Other","$60.00"
"Refinish Deck","Repairs & Maintenance","","1","No","No","Other","$4,500.00"
"Relish, Sweet","Grocery and Dry Goods","","4","Yes","No","Gallon","$14.69"
"Remoulade","Grocery and Dry Goods","","1","No","No","Gal (Gallon)","$22.46"
"Rent Charge- Southern Self Storage","Storage Unit","","1","No","No","Other","$226.67"
"Repair charge","Repairs & Maintenance","","1","No","No","Other","$200.00"
"Repair Grill","Repairs & Maintenance","","1","No","No","Other","$110.00"
"Replacement Neck Only","Restaurant Supplies","","1","No","No","Each","$3.74"
"Restore Table Tops","Repairs & Maintenance","","1","No","No","Other","$40.00"
"Rodney Strong Cabernet Sauvignon 2020","Wine Cost","","2","No","No","Bottle","$12.00"
"Romana Amaro","Liquor Cost","","1","Yes","No","Bottle (750 Milliliters)","$22.35"
"Routed Service Call + Up To 1 Hour Labor- Mist Works","Repairs & Maintenance","","1","No","No","Other","$385.00"
"Rubbermaid FG781888LPLAT Horizontal Baby Changing Station / Table","Furniture & Fixtures","15000","1","No","No","Each","$236.99"
"Rumple Minze Peppermint","Liquor Cost","","1","Yes","No","Bottle (Liter)","$29.50"
"Sani Pro Table Turner","Cleaning Supplies","","1","No","No","12 Each","$68.00"
"Sanis Screen Service","Linens & Uniform Cost","","1","No","No","Each","$2.02"
"Sauce, BBQ Chipotle Citrus","Grocery and Dry Goods","","4","Yes","No","Gallon","$20.14"
"Sauce, BBQ Korean","Grocery and Dry Goods","","1","Yes","No","Each","$18.69"
"Sauce, Buffalo","Grocery and Dry Goods","","6","Yes","No","Gallon","$17.75"
"Sauce, Chipotle","Grocery and Dry Goods","","1","Yes","No","Bottle","$5.00"
"Sauce, Garlic Parmesan","Grocery and Dry Goods","","1","Yes","No","Gallon","$20.99"
"Sauce, Hot 5oz","Grocery and Dry Goods","","2","Yes","No","Bottle","$3.37"
"Sauce, Hot 6oz","Grocery and Dry Goods","","1","Yes","No","Bottle","$1.50"
"Sauce, Hot GAL","Grocery and Dry Goods","","2","Yes","No","Gallon","$10.52"
"Sauce, Remoulade","Grocery and Dry Goods","","4","Yes","No","Gallon","$25.22"
"Sauce, Soy","Grocery and Dry Goods","","2","Yes","No","Bottle","$59.95"
"Sauce, Sriracha","Grocery and Dry Goods","","3","Yes","No","Oz (Ounce)","$0.17"
"Sauce, Teriyaki","Grocery and Dry Goods","","1","Yes","No","Gallon","$17.02"
"Sauce, Worcestershire GAL","Grocery and Dry Goods","","2","Yes","No","Gallon (Gallon)","$17.02"
"Scarpetta Pinot Grigio","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$10.50"
"Sci Dnd Keys","R & M","","1","No","No","Other","$32.00"
"Scrubber Nylon 3.5x6 Grn Pad","Cleaning Supplies","","1","No","No","60 Each","$26.38"
"Scrubber, Nylon 3.5X6 Blu Xhd","Cleaning Supplies","","1","No","No","20 Each","$14.49"
"Seasoning, Blackened Redfish","Grocery and Dry Goods","","5","Yes","No","Each","$11.80"
"Seasoning, Montreal Steak","Grocery and Dry Goods","","1","Yes","No","Pound","$9.60"
"Seasoning, Tajin","Grocery and Dry Goods","","0","Yes","No","Pound (Pound)","$7.51"
"Security Monitoring With Cell Communicator","R & M","","1","No","No","Each","$40.00"
"Service Charge","Dues & Subscriptions","","1","No","No","Other","$175.00"
"Service Charges","R & M","","1","No","No","Other","$2,253.00"
"Service Charges - 2","Dues & Subscriptions","","1","No","No","Other","$520.00"
"Service Charges - 3","Repairs & Maintenance","","1","No","No","Other","$208.00"
"Service Charges - Local Jetsetter","Dues & Subscriptions","","1","No","No","Other","$200.00"
"Setup Fee- Any Promo Inc","Merchandise Cost","","1","No","No","Other","$22.00"
"Shampoo Bar Seat Cushions","Repairs & Maintenance","","1","No","No","Other","$200.00"
"Sheet Pan, Full-Size, 18"" x 26"", 19-Gauge","Restaurant Supplies","","1","No","No","Each","$10.92"
"Shelf Wire, 24"" x60"", green Epoxy Finish Romaine Substrate NSF","Furniture & Fixtures","15000","1","No","No","Each","$82.69"
"Shrimp, 16/20","Seafood","","2","No","No","Pound","$6.79"
"Shrimp, 21/25","Seafood","","3","No","No","Pound","$6.92"
"Siete Misterios Dobayej Mezcal","Liquor Cost","","1","Yes","No","case (4500 Milliliters)","$174.00"
"Sig Air Svc","Paper and Disposables","","1","No","No","Case","$6.52"
"Sig Air Svc - 27026-EA","Cleaning Supplies","","1","No","No","Each","$6.52"
"Sig Autopapr Wht Alu","Paper and Disposables","","1","No","No","Each","$0.80"
"Sig Autosoap Dsp Alu","Linens & Uniform Cost","","1","No","No","Each","$0.81"
"Sig Dualtp Rfl Paper/Cs","Linens & Uniform Cost","","1","No","No","Each","$23.13"
"Sig Hrdwnd Wht Lrg","Linens & Uniform Cost","","1","No","No","Each","$10.88"
"Sig Soap Svc","Linens & Uniform Cost","","1","No","No","Case","$14.24"
"Sig Soap Svc - X27069","Linens & Uniform Cost","","1","No","No","Each","$4.75"
"Sig Soap Svc - X27069-EA","Cleaning Supplies","","1","No","No","Each","$3.83"
"Signet Sk1 Detergent","Linens & Uniform Cost","","1","No","No","Each","$1.46"
"Size : 2XL","Linens & Uniform Cost","","1","No","No","Each","$33.00"
"Size : M","Linens & Uniform Cost","","1","No","No","Each","$31.00"
"Size : S","Linens & Uniform Cost","","1","No","No","Each","$31.00"
"SIZE: L","Linens & Uniform Cost","","1","No","No","Each","$31.00"
"Size: XL","Linens & Uniform Cost","","1","No","No","Each","$31.00"
"Sk2 Sink Sanitizer","Linens & Uniform Cost","","1","No","No","Each","$1.44"
"Skewer, Bamboo","Paper and Disposables","","1","No","No","1000 Each","$7.64"
"Slider Rolls","Bread","","1","Yes","No","Case (Case)","$18.69"
"Social Media Management","Advertising & Marketing","","1","No","No","Other","$1,200.00"
"Softstyle Womens Tank Top","Linens & Uniform Cost","","1","No","No","Each","$12.98"
"Softstyle Womens Tank Top_2x","Linens & Uniform Cost","","1","No","No","Each","$13.90"
"Software Monthly Subscription - Toast Inc","Dues & Subscriptions","","1","No","No","Other","$50.00"
"Sonoma Cutrer Chardonnay","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$14.50"
"Souffle Cup Plas Black 2 OZ Pc200b","Paper and Disposables","","1","No","No","2500 Each","$31.16"
"Souffle Lid Plas Clear For 2 OZ Xl250pc","Paper and Disposables","","1","No","No","2500 Each","$26.57"
"Sour Cream","Dairy","","1","Yes","No","Pound","$2.63"
"Spice, Black Peppercorn Grinder","Grocery and Dry Goods","","1","Yes","No","Each","$2.50"
"Spice, Cayenne Pepper","Grocery and Dry Goods","","0","Yes","No","Pound (Pound)","$9.37"
"Spice, Chili Powder","Grocery and Dry Goods","","1","No","No","Pound","$7.66"
"Spice, Chipotle Cinnamon","Grocery and Dry Goods","","1","Yes","No","Pound (Pound)","$11.42"
"Spice, Chipotle Powder","Grocery and Dry Goods","","1","No","No","Pound (Pound)","$19.89"
"Spice, Cinnamon Ground","Grocery and Dry Goods","","1","Yes","No","7 Ounces","$3.39"
"Spice, Cumin Ground","Grocery and Dry Goods","","0","Yes","No","Pound (Pound)","$11.80"
"Spice, Garlic Powder","Grocery and Dry Goods","","1","No","No","Pound (Pound)","$10.26"
"Spice, Gochugaru Chili Flakes","Grocery and Dry Goods","","1","Yes","No","Pound","$35.67"
"Spice, Kosher Salt","Grocery and Dry Goods","","4","Yes","No","Pound","$1.09"
"Spice, Lemon Pepper","Grocery and Dry Goods","","3","Yes","No","Pound","$3.55"
"Spice, Nutmeg Ground","Grocery and Dry Goods","","1","Yes","No","Pound","$19.32"
"Spice, Paprika","Grocery and Dry Goods","","3","Yes","No","Pound","$8.26"
"Spice, Parsley Flakes","Grocery and Dry Goods","","1","Yes","No","Ounce","$1.18"
"Spice, Pepper Black Ground","Grocery and Dry Goods","","6","Yes","No","Pound","$16.82"
"Spice, Sea Salt Grinder","Grocery and Dry Goods","","1","Yes","No","Each","$2.44"
"Spice, Sesame Seed White","Grocery and Dry Goods","","0","Yes","No","sesame seeds white (Pound)","$8.97"
"Spice, Tarragon","Grocery and Dry Goods","","2","Yes","No","Pound (Pound)","$28.96"
"Spigot Base Plate for Tubes (6 Holes)","R & M","","1","No","No","Each","$50.00"
"Sponge Ss","Cleaning Supplies","","1","No","No","12 Each","$8.50"
"Spoon Boulon Domn 18 0 S S Mw","Tableware & Smallwares","","1","No","No","3 Dozens","$12.99"
"Sprite BIB","N/A Beverage Cost","","5","No","No","Gallon","$23.95"
"Squealing Pig Sauvignon Blanc","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$11.00"
"St Germain Liqueur","Liquor Cost","","2","No","No","Bottle (750 Milliliters)","$26.50"
"Stainless Steel 70mm Tube (2.3/4"") - Papillon (Set of 2)","Repairs & Maintenance","","1","No","No","2 Each","$268.80"
"Stainless Steel Mist Ring For 18"" Fan No fitting. 10/24 Black 13""","Repairs & Maintenance","","1","No","No","Each","$70.00"
"Stainless Steel Mist Ring For 18"" Fan No fitting. 10/24 Black 13"" - MR-18SS4/13BL","Repairs & Maintenance","","1","No","No","Each","$70.00"
"Steam Table Pan Cover, Full Size, Solid With","Restaurant Supplies","","1","No","No","Each","$16.80"
"Steam Table Pan, Full Size, 4"" Deep, Anti-Jam","Restaurant Supplies","","1","No","No","Each","$20.22"
"Stella Artois Keg (1/6BBL)","Beer Cost","","1","Yes","No","Keg (1/6BBL) 5.16GAL","$85.13"
"Stem/Swivel-Brake Caster, 5"" Dia, 1-1/4"" Face, Ilient Rubber Tread, 200 Lb, Load Capacity","R & M","","1","No","No","Each","$30.99"
"Stem/Swivel-Brake Caster, 5"" Dia, 1-1/4"" Face, t Rubber Tread, 200 Lb, Load Capacity - (price Per Stem/Swivel Caster, 5"" Dia, 1-1/4"" Face,)","Furniture & Fixtures","15000","1","No","No","Pound","$25.25"
"Straw  Jmb Pha Pls 7.75 Evolve","Paper and Disposables","","1","No","No","2000 Each","$51.29"
"Strawberries, Fresh","Produce","","4","Yes","No","Pound","$4.63"
"Straws, Jumbo Wrapped1","Paper and Disposables","","1","No","No","3750 Each","$102.25"
"Sugar, Brown","Grocery and Dry Goods","","1","Yes","No","Pound","$1.58"
"Sugar, Granulated","Grocery and Dry Goods","","3","Yes","No","Pound (Pound)","$0.96"
"Sugar, Packets","Grocery and Dry Goods","","1","Yes","No","Case","$25.03"
"Sugar, Powdered","Grocery and Dry Goods","","1","Yes","No","Pound","$1.52"
"Sweet & Low Packets (Pink)","Grocery and Dry Goods","","1","Yes","No","Case","$28.62"
"Syrup, Chocolate","Grocery and Dry Goods","","1","Yes","No","Each","$5.41"
"Syrup, Jalapeno","N/A Beverage Cost","","1","Yes","No","Bottle","$4.90"
"Syrup, Maple Pure","Grocery and Dry Goods","","1","Yes","No","Gal (Gallon)","$48.49"
"Syrup, Pineapple","N/A Beverage Cost","","1","Yes","No","Liter","$6.70"
"Syrup, Simple","N/A Beverage Cost","","1","Yes","No","Liter","$4.25"
"T.P","Linens & Uniform Cost","","1","No","No","Case","$23.12"
"T06114NR 22"" Plastic Squeegee","Cleaning Supplies","","1","No","No","Each","$9.85"
"Table Caddy, 9-7/8LX6-1/4""WX7-1/8""H","Restaurant Supplies","","1","No","No","Case","$435.00"
"Tanqueray Gin","Liquor Cost","","2","Yes","No","Bottle (Liter)","$29.67"
"Tape  Thrml Cash Rgstr Wht","Paper and Disposables","","1","No","No","50 Each","$106.67"
"Tape 1.88 In X60YD Painters's","Repairs & Maintenance","","1","No","No","18 Each","$140.00"
"Tape Thrml Rgstr Wht 2.25x80","Paper and Disposables","","1","No","No","50 Each","$43.78"
"Tater Tots","Grocery and Dry Goods","","1","Yes","No","LB (Pound)","$1.82"
"Tates Helles","Beer Cost","","0","No","No","Keg (Keg (1/4BBL) 7.75GAL)","$129.00"
"Tea, Iced","N/A Beverage Cost","","1","No","No","Each","$1.13"
"Tea, Iced 20oz Bottle","N/A Beverage Cost","","1","No","No","Bottle","$1.67"
"Tea, Iced Sweet 20oz Bottle","N/A Beverage Cost","","1","No","No","Bottle","$1.22"
"Tea, Sweet","N/A Beverage Cost","","1","Yes","No","Bag","$5.94"
"Tea, Sweet BIB","N/A Beverage Cost","","1","Yes","No","Gallon","$15.83"
"Tea, Unsweet","N/A Beverage Cost","","1","Yes","No","Each","$1.33"
"Telehan Telescopic Mop Handle","Cleaning Supplies","","1","No","No","Each","$12.22"
"Temporary Alcoholic Beverage License Fee","Licenses & Fees","","1","No","No","Other","$455.00"
"Teremana Blanco Tequila","Liquor Cost","","1","No","No","Bottle (750 Milliliters)","$31.50"
"Terlato Friuli Pinot Grigio","Wine Cost","","3","No","No","Bottle (750 Milliliters)","$12.00"
"Terry Towel - White","Linens & Uniform Cost","","1","No","No","Each","$0.20"
"Terry Towel - White - L","Linens & Uniform Cost","","1","No","No","Case","$2.03"
"Terry Towel - White - X2700_L","Linens & Uniform Cost","","1","No","No","Case","$2.03"
"Terry Towel - White_L","Linens & Uniform Cost","","1","No","No","Each","$0.20"
"Terry Towel- White L","Linens & Uniform Cost","","1","No","No","Each","$2.03"
"The Beach By Whispering Angel Rose 2022","Wine Cost","","3","No","No","Bottle (750 Milliliters)","$10.75"
"The Shaker Red Blend","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$14.75"
"Thermometer  Alrgn Cmpct Fldng","Kitchen Supplies","","1","No","No","Each","$16.21"
"Thermometer  Pen Styl Digtl","Kitchen Supplies","","1","No","No","Each","$29.40"
"Third Party Delivery Integrations Package- Toast Inc.","Dues & Subscriptions","","1","No","No","Other","$75.00"
"Tia Maria Coffee Liqueur","Liquor Cost","","2","Yes","No","Bottle (Liter)","$30.45"
"Tissue  Tlt Std Rl 4 X117' 350","Paper and Disposables","","1","No","No","60 Each","$32.77"
"Tissue, Toilet Jumbo 9 2Ply""","Paper and Disposables","","1","No","No","Case","$41.50"
"Tito's Vodka","Liquor Cost","","3","Yes","No","Bottle (Liter)","$25.50"
"Toast Tables (Waitlist) - Toast Inc","Dues & Subscriptions","","1","No","No","Other","$50.00"
"Tomatoes, Fresh","Produce","","9","Yes","No","Pound","$1.09"
"Tomatoes, Green Breaded","Grocery and Dry Goods","","2","Yes","No","Pound","$5.17"
"Tomatoes, Sliced","Produce","","2","No","No","Pound","$4.75"
"Tomatoes, Sundried","Grocery and Dry Goods","","1","Yes","No","Each","$27.00"
"Tonic BIB","N/A Beverage Cost","","1","Yes","No","Gallon","$25.76"
"Tonic Water 10oz","N/A Beverage Cost","","2","No","No","Each","$1.15"
"Torch Culny 8 Z Alum Blk","Kitchen Supplies","","1","No","No","6 Each","$151.90"
"Tork Xpressnap Tabletop Napkin","Paper and Disposables","","1","No","No","Each","$10.25"
"Tortilla, Corn 6"" ","Grocery and Dry Goods","","4","Yes","No","Case","$34.64"
"Tortilla, Flour 12""","Grocery and Dry Goods","","2","Yes","No","Each (Each)","$0.28"
"Toschi Nocello Walnut Liqueur","Liquor Cost","","1","Yes","No","Bottle (700 Milliliters)","$36.60"
"Travel","Repairs & Maintenance","","1","No","No","Other","$120.00"
"Travel- REMCO","Repairs & Maintenance","","1","No","No","Other","$120.00"
"Tray  Papr Food 2 Lb Coted","Paper and Disposables","","1","No","No","1000 Each","$54.69"
"Tray Food 2 Kraft Eco","Paper and Disposables","","1","No","No","1000 Each","$36.80"
"Tray Food 3# Kraft eco Compostable Kraft","Paper and Disposables","","1","No","No","500 Each","$26.29"
"Tray Food 5LB Kft Paper","Paper and Disposables","","1","No","No","500 Each","$51.75"
"Tray Pulp Savaday #300","Paper and Disposables","","1","No","No","500 Each","$79.75"
"Trip Charge","Repairs & Maintenance","","1","No","No","Other","$125.00"
"Trip Charges","R & M","","1","No","No","Other","$65.00"
"Triple Sec","Liquor Cost","","1","Yes","No","Bottle (Liter)","$4.05"
"Trivia","Meals & Entertainment","","1","No","No","Each","$200.00"
"Truck & Admin Charge OT","Repairs & Maintenance","","1","No","No","Other","$40.00"
"Tullamore Dew Irish Whiskey","Liquor Cost","","1","Yes","No","Bottle (Liter)","$36.35"
"Turkey, Burger 5.33oz","Meat","","2","No","No","Each","$1.45"
"Turkey, Patty 5.33oz","Meat","","1","No","No","Each","$1.42"
"Twist Lemon Lime 8oz Can","N/A Beverage Cost","","1","No","No","Can","$0.37"
"Ubiquiti Uap-Nano - Hd Access Point","R & M","","1","No","No","Each","$299.95"
"Underground Mount","R & M","","1","No","No","Each","$119.60"
"Urban South Holy Roller Hazy IPA Keg (1/6BBL)","Beer Cost","","1","Yes","No","Keg (1/6BBL) 5.16GAL","$89.00"
"Urban South Mardi Gras Pils Keg (1/6BBL)","Beer Cost","","1","Yes","No","Keg (1/6BBL) 5.16GAL","$89.00"
"Urban South Paradise Park Keg (1/6BBL)","Beer Cost","","1","Yes","No","Keg (1/6BBL) 5.16GAL","$59.00"
"Urn Clean","Cleaning Supplies","","1","No","No","150 Each","$15.50"
"Vb 256000-06 Hi -Temp Gril","Cleaning Supplies","","1","No","No","6 Each","$62.75"
"Vb 909800-12 Blue Magic Dish","Cleaning Supplies","","1","No","No","12 Each","$47.25"
"VB Alcohal Glass Cleaner 32 OZ","Cleaning Supplies","","1","No","No","12 Each","$37.50"
"Vb Ammoniated Glass Clnr","Cleaning Supplies","","1","No","No","12 Each","$28.75"
"Vb Can Liner 38x58 1.5 Blk 10 Rolls/10 60 Gal Lldpe","Cleaning Supplies","","1","No","No","100 Each","$36.25"
"Vb Cont Hinged Sq Pp 10x10x2.5","Paper and Disposables","","1","No","No","148 Each","$101.75"
"Vb Cup Cold 20 OZ Pet Clr","Paper and Disposables","","1","No","No","1000 Each","$79.75"
"Vb Cup Portion Pulp 2 Oz","Paper and Disposables","","1","No","No","2000 Each","$113.50"
"VB Gloves Nitrile Med Blk Gp","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"Vb Gloves Nitrile Pf M Blk Everfit","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"Vb Gloves Nitrile Pf Xl Blk","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"VB Gloves Nitrile Pf Xl Blk - FNE204BK_CS","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"VB Gloves Nitrile Xl Blk Gp","Paper and Disposables","","1","No","No","1000 Each","$36.00"
"VB Gloves Nitrile XL Blk Gp - VBGINXLB","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"Vb Gloves Nitrile Xl Blue Gp","Paper and Disposables","","1","No","No","1000 Each","$35.00"
"Vb Kit Cutlery Med-Wt 6PC","Paper and Disposables","","1","No","No","250 Each","$20.00"
"Vb Lid Cup Cold Flat Strawslot Pet Fits","Paper and Disposables","","1","No","No","1000 Each","$36.25"
"VB Pad Griddle Polishing","Cleaning Supplies","","1","No","No","20 Each","$5.25"
"Vb Pad Scouring Med Duty","Cleaning Supplies","","1","No","No","2 Each","$5.50"
"VB Polish Stainless Steel OB","Cleaning Supplies","","1","No","No","12 Each","$65.50"
"VB Premium HD Conc Degreaser","Cleaning Supplies","","1","No","No","4 Each","$43.00"
"Vb Rd Hd Degreaser","Paper and Disposables","","1","No","No","4 Gallons","$35.00"
"Vb Tissue Toilet 2Ply","Paper and Disposables","","1","No","No","96 Each","$46.50"
"Vb Tray Food 1LB Kft Paper","Paper and Disposables","","1","No","No","1000 Each","$37.50"
"Vb Tray Food 2Lb Kft Paper","Paper and Disposables","","1","No","No","1000 Each","$33.25"
"VB Tray Food 3LB Kft Paper","Paper and Disposables","","1","No","No","500 Each","$32.75"
"Vb Wax Paper 8x10.75","Paper and Disposables","","1","No","No","500 Each","$4.50"
"Vb Wax Paper 8X10.75 - VB810","Paper and Disposables","","1","No","No","6000 Each","$59.00"
"Vb Wrap 18 In x 2000FT","Restaurant Supplies","","1","No","No","Each","$19.50"
"Vehicle Surcharge-Remco","Repairs & Maintenance","","1","No","No","Other","$8.99"
"Vinegar, White","Grocery and Dry Goods","","2","Yes","No","Gal (Gallon)","$4.40"
"VIP Topdek Junior Rubber Mat, 3 x 5, 1/2","Kitchen Supplies","","1","No","No","Each","$64.40"
"Vueve Cliquot","Wine Cost","","0","No","No","Bottle (Bottle)","$54.75"
"Water Filter","Repairs & Maintenance","","1","No","No","Each","$148.00"
"Water, Bottled 16.9oz","N/A Beverage Cost","","1","No","No","Bottle","$0.31"
"Water, Distilled BiB","N/A Beverage Cost","","1","No","No","Gallon","$2.51"
"Wattbox Ip Conditioner Ovrc 3","R & M","","1","No","No","Each","$409.55"
"Weed/Trim/Edge Plus Clean-Up (7,500-10,000 Sq.ft.) Monthly Maintenace","Landscape Maintenance","","1","No","No","Other","$300.00"
"Wet Mop Large","Linens & Uniform Cost","","1","No","No","Case","$2.44"
"Wet Mop Large - X2650","Cleaning Supplies","","1","No","No","Each","$1.88"
"Wet Wipe Disp W/Can","Paper and Disposables","","1","No","No","Each","$0.67"
"Wheatley Vodka","Liquor Cost","","1","Yes","No","Bottle (Liter)","$13.00"
"Whipped Cream, Non Dairy","Grocery and Dry Goods","","1","Yes","No","Each","$3.63"
"Whipped Topping","Dairy","","2","Yes","No","Each","$3.39"
"White Claw Black Cherry 12oz Can","Beer Cost","","1","No","No","Can","$1.59"
"White Claw Lime 12oz Can","Beer Cost","","1","No","No","Can","$1.59"
"White Claw Raspberry 12oz Can","Beer Cost","","1","No","No","Can","$1.59"
"White Claw Ruby Grapefruit 12oz Can","Beer Cost","","1","No","No","Can","$1.59"
"Windex Ammonia D Glass Clnr","Cleaning Supplies","","1","No","No","8 Each","$42.50"
"Windex Disinfectant Clnr 32OZ","Cleaning Supplies","","1","No","No","8 Each","$42.50"
"Windstorm Central Coast Chardonnay","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$9.75"
"Windstorm Red Hills Cabernet Sauvignon","Wine Cost","","1","Yes","No","Bottle (750 Milliliters)","$9.75"
"Wine, Cooking White","Grocery and Dry Goods","","2","Yes","No","Oz (Fluid Ounce)","$0.36"
"Wood Handle Tapered 60 In","Cleaning Supplies","","1","No","No","Each","$4.00"
"Woodford Reserve Bourbon","Liquor Cost","","2","Yes","No","Bottle (Liter)","$39.38"
"Woodford Reserve Double Oaked Straight Bourbon","Liquor Cost","","1","Yes","No","Bottle (Liter)","$57.70"
"Yave Coconut Tequila","Liquor Cost","","1","Yes","No","Bottle (750 Milliliters)","$29.00"
"Yellow Tail Rose","Wine Cost","","1","No","No","Bottle","$5.25"
"Yuengling Lager 12oz Can","Beer Cost","","2","Yes","No","Can (12 Fluid Ounces)","$1.33"
